id,corridor,event_cause,priority,target,hour,day_of_week,month,is_weekend,corridor_encoded,event_cause_encoded,requires_road_closure,events_in_corridor_last_2hrs,latitude,longitude,created_date,closed_datetime
FKID001491,Mysore Road,vehicle_breakdown,High,1,0,6,2,1,10,14,0,0,12.9637192,77.5852885,2024-02-18 00:30:19.089238+00,2024-02-18 01:08:03.105224+00
FKID001509,Mysore Road,accident,High,1,4,6,2,1,10,2,0,0,12.9464047,77.5259337,2024-02-18 04:59:31.028938+00,
FKID001538,Mysore Road,vehicle_breakdown,High,1,20,6,2,1,10,14,0,0,12.9529706,77.5413433,2024-02-18 20:18:31.374419+00,
FKID001555,Mysore Road,vehicle_breakdown,High,1,21,6,2,1,10,14,0,1,12.9661888,77.5868203,2024-02-18 21:11:16.106852+00,
FKID001565,Mysore Road,vehicle_breakdown,High,1,3,0,2,0,10,14,0,0,12.9591821,77.5556361,2024-02-19 03:19:59.569946+00,2024-02-19 04:32:49.430615+00
FKID001568,Mysore Road,vehicle_breakdown,High,1,3,0,2,0,10,14,0,1,12.9658196,77.5954635,2024-02-19 03:21:40.97427+00,2024-02-19 04:55:02.505428+00
FKID001589,Mysore Road,vehicle_breakdown,High,1,19,0,2,0,10,14,0,0,12.9381961,77.5221042,2024-02-19 19:01:43.992423+00,2024-02-19 20:31:24.384631+00
FKID001598,Mysore Road,vehicle_breakdown,High,1,20,0,2,0,10,14,0,1,12.9535784,77.5422814,2024-02-19 20:24:25.349826+00,2024-02-19 22:00:41.721465+00
FKID001679,Mysore Road,vehicle_breakdown,High,1,4,2,2,0,10,14,0,0,12.9662846,77.6069735,2024-02-21 04:19:11.028704+00,2024-02-21 04:24:48.743162+00
FKID001706,Mysore Road,vehicle_breakdown,High,1,6,2,2,0,10,14,0,1,12.9573329,77.5520376,2024-02-21 06:07:00.966815+00,
FKID001717,Mysore Road,vehicle_breakdown,High,1,6,2,2,0,10,14,0,2,12.9573227,77.5521473,2024-02-21 06:12:11.006496+00,
FKID001703,Mysore Road,vehicle_breakdown,High,1,7,2,2,0,10,14,0,2,12.9650934,77.586316,2024-02-21 07:39:25.366252+00,
FKID001740,Mysore Road,vehicle_breakdown,High,1,19,2,2,0,10,14,0,0,12.9575199,77.5518744,2024-02-21 19:18:15.514605+00,
FKID001746,Mysore Road,vehicle_breakdown,High,1,19,2,2,0,10,14,0,1,12.9575083,77.5518509,2024-02-21 19:19:27.075498+00,
FKID001752,Mysore Road,vehicle_breakdown,High,1,21,2,2,0,10,14,0,0,12.9605311,77.5569164,2024-02-21 21:28:51.268503+00,
FKID001838,Mysore Road,vehicle_breakdown,High,1,22,3,2,0,10,14,0,0,12.9636634,77.5844901,2024-02-22 22:17:21.49813+00,2024-02-22 23:13:38.957607+00
FKID001861,Mysore Road,vehicle_breakdown,High,1,2,4,2,0,10,14,0,0,12.95410975,77.54372584,2024-02-23 02:21:23.68034+00,2024-02-23 03:12:28.053825+00
FKID001863,Mysore Road,vehicle_breakdown,High,1,3,4,2,0,10,14,0,1,12.9537342,77.5426696,2024-02-23 03:45:20.541395+00,2024-02-23 04:49:52.119613+00
FKID001875,Mysore Road,vehicle_breakdown,High,1,4,4,2,0,10,14,0,1,12.9666907,77.6093903,2024-02-23 04:51:26.07767+00,
FKID001883,Mysore Road,vehicle_breakdown,High,1,5,4,2,0,10,14,0,1,12.971819,77.6067273,2024-02-23 05:50:32.509134+00,
FKID001916,Mysore Road,vehicle_breakdown,High,1,4,5,2,1,10,14,0,0,12.9581664,77.5541415,2024-02-24 04:55:24.127298+00,
FKID001920,Mysore Road,vehicle_breakdown,High,1,8,5,2,1,10,14,0,0,12.9531858,77.5418331,2024-02-24 08:15:31.172153+00,2024-02-24 09:31:37.975265+00
FKID001945,Mysore Road,vehicle_breakdown,High,1,19,5,2,1,10,14,1,0,12.9671821,77.5944014,2024-02-24 19:31:35.1331+00,
FKID001950,Mysore Road,vehicle_breakdown,High,1,23,5,2,1,10,14,0,0,12.9616217,77.5605746,2024-02-24 23:38:59.632354+00,
FKID001953,Mysore Road,vehicle_breakdown,High,1,23,5,2,1,10,14,0,1,12.9672067,77.5942167,2024-02-24 23:40:43.119855+00,
FKID001947,Mysore Road,vehicle_breakdown,High,1,2,6,2,1,10,14,0,0,12.9700189,77.587367,2024-02-25 02:13:51.958959+00,
FKID001948,Mysore Road,vehicle_breakdown,High,1,2,6,2,1,10,14,0,1,12.9700189,77.587367,2024-02-25 02:13:52.510427+00,2024-02-25 02:14:59.646323+00
FKID001949,Mysore Road,vehicle_breakdown,High,1,3,6,2,1,10,14,0,2,12.9662158,77.6066903,2024-02-25 03:43:55.177697+00,2024-02-25 04:38:35.364486+00
FKID001961,Mysore Road,vehicle_breakdown,High,1,5,6,2,1,10,14,0,1,12.9661525,77.606514,2024-02-25 05:15:20.398605+00,2024-02-25 07:26:46.676441+00
FKID001958,Mysore Road,vehicle_breakdown,High,1,5,6,2,1,10,14,0,2,12.9670049,77.5880678,2024-02-25 05:30:17.349973+00,2024-02-25 05:39:28.201931+00
FKID001957,Mysore Road,others,High,1,5,6,2,1,10,6,1,3,12.9669716,77.5878694,2024-02-25 05:34:54.835921+00,2024-02-25 05:37:44.948095+00
FKID001968,Mysore Road,vehicle_breakdown,High,1,6,6,2,1,10,14,1,3,12.9698083,77.5870921,2024-02-25 06:08:59.460663+00,2024-02-25 06:25:56.64934+00
FKID001995,Mysore Road,vehicle_breakdown,High,1,20,6,2,1,10,14,0,0,12.9525136,77.5414564,2024-02-25 20:47:30.308103+00,
FKID001991,Mysore Road,vehicle_breakdown,High,1,20,6,2,1,10,14,0,1,12.9663203,77.6067507,2024-02-25 20:51:15.280147+00,2024-02-25 22:14:20.799527+00
FKID002011,Mysore Road,vehicle_breakdown,High,1,3,0,2,0,10,14,0,0,12.9067999,77.4733536,2024-02-26 03:32:51.773542+00,
FKID002040,Mysore Road,vehicle_breakdown,High,1,2,1,2,0,10,14,1,0,12.9611979,77.558602,2024-02-27 02:13:46.154471+00,2024-02-27 04:01:52.505321+00
FKID002056,Mysore Road,vehicle_breakdown,High,1,4,1,2,0,10,14,0,1,12.9612139,77.5589235,2024-02-27 04:03:12.278498+00,
FKID002065,Mysore Road,vehicle_breakdown,High,1,5,1,2,0,10,14,0,1,12.9689732,77.5875001,2024-02-27 05:58:03.692939+00,2024-02-27 07:47:16.73505+00
FKID002075,Mysore Road,accident,High,1,10,1,2,0,10,2,1,0,12.9556017,77.5456522,2024-02-27 10:49:38.924814+00,2024-02-27 11:27:43.719852+00
FKID002124,Mysore Road,vehicle_breakdown,High,1,23,1,2,0,10,14,0,0,12.9680242,77.6003686,2024-02-27 23:56:32.587215+00,
FKID002113,Mysore Road,others,High,1,0,2,2,0,10,6,0,1,12.9618689,77.596462,2024-02-28 00:43:36.450137+00,2024-03-15 03:55:15.957183+00
FKID002128,Mysore Road,vehicle_breakdown,High,1,1,2,2,0,10,14,0,2,12.9665079,77.5871803,2024-02-28 01:43:31.963643+00,
FKID002130,Mysore Road,accident,High,1,3,2,2,0,10,2,0,1,12.9663931,77.5871595,2024-02-28 04:03:14.14806+00,
FKID002126,Mysore Road,vehicle_breakdown,High,1,4,2,2,0,10,14,0,1,12.9378809,77.5211092,2024-02-28 04:21:50.725181+00,2024-02-28 06:12:13.716127+00
FKID002131,Mysore Road,vehicle_breakdown,High,1,5,2,2,0,10,14,0,1,12.9680089,77.6004777,2024-02-28 05:40:28.950712+00,2024-02-28 07:44:38.94554+00
FKID002140,Mysore Road,vehicle_breakdown,High,1,6,2,2,0,10,14,0,2,12.9703792,77.6066712,2024-02-28 06:02:56.706248+00,
FKID002163,Mysore Road,vehicle_breakdown,High,1,6,2,2,0,10,14,0,2,12.9636801,77.5843185,2024-02-28 06:52:02.468535+00,
FKID002162,Mysore Road,vehicle_breakdown,High,1,7,2,2,0,10,14,0,3,12.9651411,77.5980377,2024-02-28 07:28:40.937465+00,
FKID002177,Mysore Road,vehicle_breakdown,High,1,21,2,2,0,10,14,0,0,12.9520767,77.540499,2024-02-28 21:29:26.328424+00,2024-02-28 22:14:41.506998+00
FKID002185,Mysore Road,vehicle_breakdown,High,1,21,2,2,0,10,14,0,1,12.964707,77.5727963,2024-02-28 21:37:29.969394+00,
FKID002197,Mysore Road,vehicle_breakdown,High,1,0,3,2,0,10,14,0,0,12.9667558,77.5875476,2024-02-29 00:47:45.815813+00,2024-02-29 02:04:37.903148+00
FKID002230,Mysore Road,vehicle_breakdown,High,1,9,3,2,0,10,14,0,0,12.9541423,77.5436141,2024-02-29 09:16:59.333824+00,2024-02-29 09:40:40.974457+00
FKID002233,Mysore Road,others,High,1,9,3,2,0,10,6,0,1,12.9520172,77.544036,2024-02-29 09:50:16.372262+00,2024-03-05 20:41:40.734368+00
FKID002273,Mysore Road,vehicle_breakdown,High,1,0,4,3,0,10,14,0,0,12.935682,77.5127897,2024-03-01 00:13:06.008577+00,
FKID002321,Mysore Road,vehicle_breakdown,High,1,2,5,3,1,10,14,0,0,12.9528879,77.5410156,2024-03-02 02:02:31.246568+00,2024-03-02 02:19:13.082353+00
FKID002337,Mysore Road,construction,High,1,5,5,3,1,10,4,0,0,12.964045,77.5882867,2024-03-02 05:10:02.23544+00,
FKID002363,Mysore Road,others,High,1,18,5,3,1,10,6,0,0,12.94750702,77.53336802,2024-03-02 18:37:33.184617+00,2024-03-02 23:39:56.680935+00
FKID002373,Mysore Road,vehicle_breakdown,High,1,19,5,3,1,10,14,0,1,12.9601813,77.5564813,2024-03-02 19:36:09.808617+00,
FKID002371,Mysore Road,vehicle_breakdown,High,1,21,5,3,1,10,14,0,0,12.9600092,77.556583,2024-03-02 21:39:02.483918+00,
FKID002389,Mysore Road,vehicle_breakdown,High,1,5,6,3,1,10,14,0,0,12.9608055,77.5837247,2024-03-03 05:38:26.578815+00,2024-03-03 06:16:11.984861+00
FKID002397,Mysore Road,vehicle_breakdown,High,1,6,6,3,1,10,14,0,1,12.9583327,77.5541315,2024-03-03 06:10:48.033426+00,
FKID002403,Mysore Road,vehicle_breakdown,High,1,9,6,3,1,10,14,0,0,12.9355966,77.5128078,2024-03-03 09:22:59.053491+00,
FKID002415,Mysore Road,vehicle_breakdown,High,1,18,6,3,1,10,14,0,0,12.9674799,77.5881237,2024-03-03 18:12:03.588969+00,2024-03-03 18:19:50.125723+00
FKID002425,Mysore Road,vehicle_breakdown,High,1,20,6,3,1,10,14,0,0,12.9677358,77.5926048,2024-03-03 20:42:42.53324+00,
FKID002417,Mysore Road,vehicle_breakdown,High,1,21,6,3,1,10,14,0,1,12.9366109,77.518765,2024-03-03 21:51:34.134456+00,2024-03-03 22:14:12.89044+00
FKID002421,Mysore Road,vehicle_breakdown,High,1,23,6,3,1,10,14,0,1,12.9592669,77.5555347,2024-03-03 23:16:16.779554+00,2024-03-04 00:12:02.248007+00
FKID002433,Mysore Road,vehicle_breakdown,High,1,1,0,3,0,10,14,0,0,12.966418,77.6082732,2024-03-04 01:37:17.987841+00,
FKID002439,Mysore Road,vehicle_breakdown,High,1,7,0,3,0,10,14,0,0,12.967418,77.588269,2024-03-04 07:14:31.49734+00,2024-03-04 08:43:57.852639+00
FKID002454,Mysore Road,vehicle_breakdown,High,1,19,0,3,0,10,14,0,0,12.9386197,77.5219954,2024-03-04 19:04:24.259826+00,
FKID002488,Mysore Road,vehicle_breakdown,High,1,23,0,3,0,10,14,0,0,12.9558953,77.5459545,2024-03-04 23:56:13.286837+00,2024-03-05 00:15:49.982471+00
FKID002517,Mysore Road,vehicle_breakdown,High,1,5,1,3,0,10,14,0,0,12.9642504,77.5705495,2024-03-05 05:46:10.631314+00,2024-03-05 06:38:53.499282+00
FKID002555,Mysore Road,others,High,1,19,1,3,0,10,6,0,0,12.9593603,77.5558637,2024-03-05 19:10:59.817376+00,2024-03-07 05:42:18.150487+00
FKID002551,Mysore Road,vehicle_breakdown,High,1,20,1,3,0,10,14,0,1,12.9615967,77.5617183,2024-03-05 20:41:51.076758+00,
FKID002554,Mysore Road,vehicle_breakdown,High,1,20,1,3,0,10,14,0,2,12.9572592,77.5518976,2024-03-05 20:42:29.18732+00,2024-03-05 20:48:28.191379+00
FKID002607,Mysore Road,vehicle_breakdown,High,1,2,2,3,0,10,14,0,0,12.9365078,77.5179874,2024-03-06 02:41:51.224931+00,2024-03-06 03:12:52.57988+00
FKID002674,Mysore Road,vehicle_breakdown,High,1,20,2,3,0,10,14,0,0,12.940784,77.5248097,2024-03-06 20:42:00.917545+00,
FKID002664,Mysore Road,road_conditions,High,1,21,2,3,0,10,11,1,1,12.9641603,77.5698017,2024-03-06 21:20:23.449132+00,
FKID002676,Mysore Road,vehicle_breakdown,High,1,0,3,3,0,10,14,0,0,12.9675876,77.5896026,2024-03-07 00:09:30.738088+00,
FKID002692,Mysore Road,water_logging,High,1,5,3,3,0,10,16,0,0,12.9677335,77.5744926,2024-03-07 05:22:00.922916+00,2024-03-11 19:13:48.653289+00
FKID002722,Mysore Road,water_logging,High,1,5,3,3,0,10,16,0,1,12.9572818,77.552223,2024-03-07 05:41:35.096178+00,2024-03-21 05:40:11.522994+00
FKID002724,Mysore Road,others,High,1,5,3,3,0,10,6,0,2,12.9612972,77.5591971,2024-03-07 05:43:01.053261+00,2024-03-31 22:19:39.142931+00
FKID002731,Mysore Road,tree_fall,High,1,5,3,3,0,10,13,0,3,12.9624773,77.5947208,2024-03-07 05:46:11.30522+00,2024-03-07 19:31:55.045654+00
FKID002734,Mysore Road,water_logging,High,1,5,3,3,0,10,16,0,4,12.9593768,77.5558983,2024-03-07 05:49:06.917254+00,2024-03-11 19:18:27.15833+00
FKID002749,Mysore Road,water_logging,High,1,5,3,3,0,10,16,1,5,12.9675007,77.5743111,2024-03-07 05:57:21.758837+00,2024-03-07 08:54:08.502553+00
FKID002769,Mysore Road,water_logging,High,1,6,3,3,0,10,16,1,6,12.9632375,77.5821665,2024-03-07 06:15:50.448056+00,2024-03-25 21:05:29.542891+00
FKID002776,Mysore Road,water_logging,High,1,6,3,3,0,10,16,1,7,12.9632333,77.5821144,2024-03-07 06:22:46.467863+00,2024-03-25 21:05:31.994064+00
FKID002813,Mysore Road,water_logging,High,1,6,3,3,0,10,16,1,8,12.9525255,77.5413111,2024-03-07 06:34:10.92119+00,2024-04-01 21:12:43.446579+00
FKID002829,Mysore Road,water_logging,High,1,6,3,3,0,10,16,0,9,12.9681012,77.6004463,2024-03-07 06:37:36.480107+00,
FKID002889,Mysore Road,others,High,1,7,3,3,0,10,6,0,10,12.9634106,77.5675531,2024-03-07 07:20:27.999587+00,2024-03-17 02:20:31.644711+00
FKID002968,Mysore Road,vehicle_breakdown,High,1,8,3,3,0,10,14,0,1,12.9665145,77.6076604,2024-03-07 08:54:25.876934+00,
FKID002969,Mysore Road,vehicle_breakdown,High,1,9,3,3,0,10,14,0,1,12.9664875,77.6078448,2024-03-07 09:25:54.992023+00,
FKID000083,Mysore Road,others,High,1,21,3,3,0,10,6,1,0,12.9613232,77.5644194,2024-03-07 21:16:39.043124+00,2024-03-17 02:20:28.972956+00
FKID000100,Mysore Road,tree_fall,High,1,21,3,3,0,10,13,1,1,12.9586724,77.5629452,2024-03-07 21:37:04.195932+00,2024-03-17 02:20:25.340422+00
FKID000109,Mysore Road,tree_fall,High,1,22,3,3,0,10,13,0,2,12.9601533,77.5633429,2024-03-07 22:17:29.026749+00,2024-03-17 02:20:18.871464+00
FKID000143,Mysore Road,vehicle_breakdown,High,1,23,3,3,0,10,14,1,1,12.9690624,77.5872736,2024-03-07 23:38:48.571214+00,2024-03-08 01:28:08.082546+00
FKID000144,Mysore Road,tree_fall,High,1,23,3,3,0,10,13,1,2,12.961311,77.55932,2024-03-07 23:42:16.742501+00,2024-03-17 02:20:16.561165+00
FKID000177,Mysore Road,vehicle_breakdown,High,1,2,4,3,0,10,14,0,0,12.9583476,77.5547336,2024-03-08 02:38:11.543594+00,
FKID000186,Mysore Road,vehicle_breakdown,High,1,4,4,3,0,10,14,1,1,12.9494883,77.5368741,2024-03-08 04:16:08.555392+00,2024-03-08 04:38:41.06637+00
FKID000250,Mysore Road,vehicle_breakdown,High,1,7,4,3,0,10,14,0,0,12.9474732,77.5340694,2024-03-08 07:26:46.63681+00,2024-03-08 08:04:58.216886+00
FKID000267,Mysore Road,vehicle_breakdown,High,1,8,4,3,0,10,14,0,1,12.96652735,77.60810502,2024-03-08 08:46:59.61166+00,2024-03-08 09:51:21.314291+00
FKID000299,Mysore Road,vehicle_breakdown,High,1,18,4,3,0,10,14,0,0,12.9520875,77.5407653,2024-03-08 18:23:05.457771+00,2024-03-08 18:35:30.90598+00
FKID000411,Mysore Road,vehicle_breakdown,High,1,0,5,3,1,10,14,0,0,12.9539748,77.5433401,2024-03-09 00:07:33.872235+00,
FKID000420,Mysore Road,vehicle_breakdown,High,1,5,5,3,1,10,14,0,0,12.9675759,77.6063726,2024-03-09 05:16:15.917941+00,2024-03-09 05:54:36.997942+00
FKID000427,Mysore Road,water_logging,High,1,6,5,3,1,10,16,1,1,12.9640354,77.5822556,2024-03-09 06:39:40.396264+00,2024-04-06 11:08:28.914083+00
FKID000512,Mysore Road,vehicle_breakdown,High,1,6,5,3,1,10,14,0,2,12.9530642,77.5417254,2024-03-09 06:43:07.675831+00,
FKID000485,Mysore Road,water_logging,High,1,8,5,3,1,10,16,0,2,12.9709573,77.6068549,2024-03-09 08:05:54.420775+00,2024-04-12 07:29:07.586459+00
FKID000515,Mysore Road,tree_fall,High,1,11,5,3,1,10,13,0,0,12.9696333,77.603115,2024-03-09 11:38:51.813272+00,2024-03-11 00:07:10.463841+00
FKID000656,Mysore Road,vehicle_breakdown,High,1,4,6,3,1,10,14,0,0,12.959592,77.5620312,2024-03-10 04:13:33.740123+00,
FKID000631,Mysore Road,vehicle_breakdown,High,1,4,6,3,1,10,14,0,1,12.9627,77.5653883,2024-03-10 04:58:39.222392+00,2024-03-10 05:42:25.702239+00
FKID000671,Mysore Road,vehicle_breakdown,High,1,5,6,3,1,10,14,0,2,12.9584214,77.5542999,2024-03-10 05:42:51.003718+00,
FKID000680,Mysore Road,vehicle_breakdown,High,1,8,6,3,1,10,14,0,0,12.9612781,77.5588938,2024-03-10 08:36:28.728975+00,
FKID000763,Mysore Road,vehicle_breakdown,High,1,2,0,3,0,10,14,0,0,12.9559951,77.5460193,2024-03-11 02:06:29.654395+00,2024-03-11 02:30:31.138249+00
FKID000774,Mysore Road,vehicle_breakdown,High,1,2,0,3,0,10,14,0,1,12.9675116,77.5891914,2024-03-11 02:29:28.793052+00,
FKID000766,Mysore Road,vehicle_breakdown,High,1,2,0,3,0,10,14,0,2,12.9608839,77.5583387,2024-03-11 02:33:32.156705+00,2024-03-11 03:21:18.328256+00
FKID000780,Mysore Road,vehicle_breakdown,High,1,3,0,3,0,10,14,0,3,12.9425168,77.5255155,2024-03-11 03:34:29.484554+00,
FKID000777,Mysore Road,others,High,1,5,0,3,0,10,6,0,1,12.9622317,77.5948457,2024-03-11 05:29:31.580863+00,
FKID000779,Mysore Road,congestion,High,1,5,0,3,0,10,3,0,2,12.901029,77.4665508,2024-03-11 05:31:40.090784+00,
FKID000775,Mysore Road,others,High,1,5,0,3,0,10,6,0,3,12.9625255,77.5948692,2024-03-11 05:31:11.596407+00,2024-03-11 08:04:56.893748+00
FKID000852,Mysore Road,vehicle_breakdown,High,1,19,0,3,0,10,14,0,0,12.9572664,77.551711,2024-03-11 19:20:12.033136+00,
FKID000862,Mysore Road,vehicle_breakdown,High,1,19,0,3,0,10,14,0,1,12.9574207,77.5518605,2024-03-11 19:30:13.523229+00,
FKID000832,Mysore Road,vehicle_breakdown,High,1,20,0,3,0,10,14,0,2,12.9661358,77.586864,2024-03-11 20:32:11.26012+00,
FKID000889,Mysore Road,vehicle_breakdown,High,1,20,0,3,0,10,14,0,3,12.9572983,77.5518217,2024-03-11 20:42:13.66087+00,
FKID000911,Mysore Road,vehicle_breakdown,High,1,3,1,3,0,10,14,0,0,12.9715888,77.6047187,2024-03-12 03:27:54.248965+00,
FKID000907,Mysore Road,others,High,1,4,1,3,0,10,6,0,1,12.9538444,77.543374,2024-03-12 04:12:07.253154+00,2024-03-12 05:27:58.560228+00
FKID001013,Mysore Road,vehicle_breakdown,High,1,21,1,3,0,10,14,0,0,12.9567235,77.5475467,2024-03-12 21:13:01.376169+00,2024-03-12 22:59:13.860598+00
FKID001027,Mysore Road,pot_holes,High,1,22,1,3,0,10,7,0,1,12.9610586,77.5591183,2024-03-12 22:17:57.266011+00,2024-03-24 19:57:52.63564+00
FKID001024,Mysore Road,pot_holes,High,1,22,1,3,0,10,7,0,2,12.9610217,77.5591415,2024-03-12 22:19:05.902127+00,
FKID001106,Mysore Road,water_logging,High,1,6,2,3,0,10,16,0,0,12.9573525,77.5522228,2024-03-13 06:13:37.905084+00,2024-03-14 04:36:10.849302+00
FKID001130,Mysore Road,vehicle_breakdown,High,1,7,2,3,0,10,14,0,1,12.9478027,77.5343524,2024-03-13 07:46:23.03891+00,
FKID001200,Mysore Road,vehicle_breakdown,High,1,19,2,3,0,10,14,0,0,12.9575357,77.5517318,2024-03-13 19:02:24.887964+00,
FKID001159,Mysore Road,vehicle_breakdown,High,1,19,2,3,0,10,14,0,1,12.9571556,77.5510504,2024-03-13 19:06:18.746264+00,2024-03-13 19:27:40.474855+00
FKID001242,Mysore Road,vehicle_breakdown,High,1,21,2,3,0,10,14,0,0,12.9567177,77.5489711,2024-03-13 21:45:04.414469+00,
FKID001266,Mysore Road,pot_holes,High,1,2,3,3,0,10,7,0,0,12.9725365,77.5942493,2024-03-14 02:53:35.711511+00,2024-04-11 20:54:43.158947+00
FKID000967,Mysore Road,vehicle_breakdown,High,1,4,3,3,0,10,14,0,1,12.9638761,77.5847288,2024-03-14 04:27:52.687305+00,
FKID001309,Mysore Road,vehicle_breakdown,High,1,4,3,3,0,10,14,0,2,12.9616631,77.5604953,2024-03-14 04:37:30.057136+00,
FKID001391,Mysore Road,vehicle_breakdown,High,1,23,3,3,0,10,14,0,0,12.9665883,77.5877557,2024-03-14 23:46:01.418169+00,
FKID001408,Mysore Road,vehicle_breakdown,High,1,1,4,3,0,10,14,0,1,12.9580302,77.5539199,2024-03-15 01:43:27.536455+00,
FKID001440,Mysore Road,vehicle_breakdown,High,1,3,4,3,0,10,14,0,0,12.9651116,77.5969901,2024-03-15 03:58:16.231517+00,
FKID001426,Mysore Road,vehicle_breakdown,High,1,4,4,3,0,10,14,0,1,12.9633836,77.5814857,2024-03-15 04:36:32.738669+00,2024-03-15 04:57:20.007958+00
FKID001517,Mysore Road,others,High,1,20,4,3,0,10,6,1,0,12.9663406,77.6070882,2024-03-15 20:04:09.369526+00,
FKID001547,Mysore Road,vehicle_breakdown,High,1,23,4,3,0,10,14,0,0,12.958647,77.5552335,2024-03-15 23:02:34.691288+00,2024-03-15 23:42:15.384231+00
FKID001566,Mysore Road,vehicle_breakdown,High,1,2,5,3,1,10,14,0,0,12.9529814,77.541538,2024-03-16 02:10:31.812922+00,2024-03-16 03:07:52.86636+00
FKID001629,Mysore Road,vehicle_breakdown,High,1,7,5,3,1,10,14,0,0,12.9669683,77.594879,2024-03-16 07:48:28.888027+00,
FKID001723,Mysore Road,others,High,1,20,5,3,1,10,6,0,0,12.9708314,77.6048855,2024-03-16 20:12:32.481983+00,2024-03-28 19:57:35.439567+00
FKID001722,Mysore Road,vehicle_breakdown,High,1,20,5,3,1,10,14,0,1,12.9562658,77.547529,2024-03-16 20:57:17.361225+00,
FKID001774,Mysore Road,vehicle_breakdown,High,1,0,6,3,1,10,14,0,0,12.9620957,77.5636074,2024-03-17 00:46:58.266077+00,2024-03-17 02:20:07.696764+00
FKID001798,Mysore Road,vehicle_breakdown,High,1,1,6,3,1,10,14,0,1,12.9473062,77.5315111,2024-03-17 01:19:21.751326+00,
FKID001780,Mysore Road,vehicle_breakdown,High,1,1,6,3,1,10,14,0,2,12.947922,77.5345219,2024-03-17 01:42:40.983925+00,
FKID001809,Mysore Road,vehicle_breakdown,High,1,5,6,3,1,10,14,0,0,12.9635794,77.5845525,2024-03-17 05:18:12.26128+00,2024-03-17 05:56:34.618864+00
FKID001871,Mysore Road,vehicle_breakdown,High,1,21,6,3,1,10,14,0,0,12.9560609,77.5462605,2024-03-17 21:46:26.364562+00,
FKID002042,Mysore Road,vehicle_breakdown,High,1,1,0,3,0,10,14,0,0,12.967055,77.5883516,2024-03-18 01:16:00.597343+00,
FKID002071,Mysore Road,procession,High,1,7,0,3,0,10,8,0,0,12.9603835,77.5627726,2024-03-18 07:45:59.595097+00,
FKID002133,Mysore Road,vehicle_breakdown,High,1,20,0,3,0,10,14,0,0,12.9375353,77.5208464,2024-03-18 20:49:54.047637+00,
FKID002139,Mysore Road,vehicle_breakdown,High,1,21,0,3,0,10,14,0,1,12.9688585,77.5901555,2024-03-18 21:24:42.612679+00,
FKID002186,Mysore Road,vehicle_breakdown,High,1,4,1,3,0,10,14,1,0,12.9619885,77.5843182,2024-03-19 04:49:54.592003+00,
FKID002226,Mysore Road,vehicle_breakdown,High,1,19,1,3,0,10,14,0,0,12.9575137,77.5522652,2024-03-19 19:25:48.319592+00,2024-03-19 21:00:22.452723+00
FKID002262,Mysore Road,vehicle_breakdown,High,1,21,1,3,0,10,14,0,1,12.95438293,77.54231192,2024-03-19 21:13:31.995438+00,
FKID002278,Mysore Road,vehicle_breakdown,High,1,1,2,3,0,10,14,0,0,12.9648556,77.5860566,2024-03-20 01:06:09.026836+00,2024-03-20 01:07:22.958102+00
FKID002276,Mysore Road,vehicle_breakdown,High,1,1,2,3,0,10,14,0,1,12.9684836,77.5874438,2024-03-20 01:36:38.128081+00,2024-03-20 02:38:56.306063+00
FKID002304,Mysore Road,vehicle_breakdown,High,1,4,2,3,0,10,14,0,0,12.9664716,77.5949491,2024-03-20 05:01:39.527503+00,2024-03-20 05:25:51.966659+00
FKID002367,Mysore Road,vehicle_breakdown,High,1,19,2,3,0,10,14,0,0,12.9566617,77.5495833,2024-03-20 19:13:31.541546+00,2024-03-20 20:29:19.17295+00
FKID002434,Mysore Road,others,High,1,1,3,3,0,10,6,0,0,12.95259479,77.54110281,2024-03-21 01:37:36.789142+00,2024-03-21 01:43:49.121133+00
FKID002464,Mysore Road,vehicle_breakdown,High,1,4,3,3,0,10,14,0,0,12.9624489,77.5946026,2024-03-21 04:24:59.975724+00,
FKID002467,Mysore Road,vehicle_breakdown,High,1,6,3,3,0,10,14,0,0,12.9563033,77.5471671,2024-03-21 06:44:39.2651+00,2024-03-21 06:53:27.250242+00
FKID002477,Mysore Road,vehicle_breakdown,High,1,7,3,3,0,10,14,0,1,12.9639551,77.588634,2024-03-21 07:59:15.430979+00,2024-03-21 08:42:27.060613+00
FKID002522,Mysore Road,construction,High,1,21,3,3,0,10,4,0,0,12.9371017,77.5203667,2024-03-21 21:56:58.969176+00,
FKID002573,Mysore Road,vehicle_breakdown,High,1,6,4,3,0,10,14,0,0,12.9616822,77.5842475,2024-03-22 06:37:18.093307+00,2024-03-22 08:27:27.538467+00
FKID002619,Mysore Road,road_conditions,High,1,22,4,3,0,10,11,0,0,12.9654016,77.6009454,2024-03-22 22:28:33.474904+00,2024-04-06 05:03:47.2097+00
FKID002626,Mysore Road,vehicle_breakdown,High,1,23,4,3,0,10,14,0,1,12.9614379,77.5611814,2024-03-22 23:13:39.472359+00,2024-03-22 23:44:39.653531+00
FKID002652,Mysore Road,vehicle_breakdown,High,1,4,5,3,1,10,14,0,0,12.9548277,77.5443857,2024-03-23 04:33:54.167505+00,
FKID002682,Mysore Road,vehicle_breakdown,High,1,5,5,3,1,10,14,0,1,12.9580733,77.5539867,2024-03-23 05:58:34.308036+00,
